Bare Knuckle - Ikari no Tetsuken ~ Streets of Rage (World).md	524288	BFF227C6	569CFEC15813294A8F0CF88CCCC8C151
Bare Knuckle II (Japan) (Beta).md	1245184	0CF2ACBE	BBE27F5A43BE4BB2A11D119B3C1C70E1
Bare Knuckle II - Shitou e no Requiem ~ Streets of Rage II (Japan, Europe).md	2097152	42E3EFDC	C53FAEA21CA58DE2282A8F1A210527BA
Bare Knuckle III (Japan).md	3145728	5D09236F	F1CB9E887BF4BC512D9535C89E420DF7
Barkley Shut Up and Jam 2 (USA) (Beta).md	2097152	DE27357B	3CD93F58822151C27BB9F7A7D3190396
Barkley Shut Up and Jam 2 (USA).md	2097152	321BB6BD	952E40844509C5739F1E84EA7F9DFD90
Barkley Shut Up and Jam! (USA, Europe).md	1048576	63FBF497	2B27A61CDAE4492044BD273C5807DE75
Barney's Hide & Seek Game (USA).md	1048576	1EFA9D53	644DCD9AE972B6B63FCE63C17D12620D
Barver Battle Saga - Tai Kong Zhan Shi (China) (Unl).md	2097152	D37A37C6	7E0ADD665A16CE7D9965D8858C4C0EC4
Bass Masters Classic (USA).md	2097152	CF1FF00A	C026339973FB54EC4A54078D2994DD48
Bass Masters Classic - Pro Edition (USA).md	2097152	9EDDEB3D	622E303C560DB177FE386229243AB7B6
Batman (Europe).md	524288	61C60C35	C4BC694FCC7EE608BD4B857A5AD49F86
Batman (Japan).md	524288	D7B4FEBF	B5B72E1157ACE90AA9D0623A5687ECBC
Batman - Revenge of the Joker (USA).md	1048576	CAA044A1	6C31495E2F75C4643837558488B03947
Batman - The Video Game (USA).md	524288	017410AE	5AE78355DA64CF17755175E9CFE48405
Batman Forever (World).md	3145728	8B723D01	B04C06DF1009C60182DF902A4EC7C959
Batman Returns (World).md	1048576	4A3225C0	AE267331CFE46A61F65F3CBD5ABCBE72
Battle Golfer Yui (Japan).md	524288	4AA03E4E	8CFD0E5A169193CF9C66E6D237A45D77
Battle Mania (Japan).md	524288	A76C4A29	2857B7730FB7DBC5F7C1EC1A4BA1B0EE
Battle Mania Daiginjou (Japan, Korea).md	1048576	312FA0F2	1FFE5B490CDDEB691E3ADD6947024F83
Battle Squadron (USA, Europe).md	524288	0FEAA8BF	B5B815EF99B943FE0BAD48DC13239B35
BattleTech - A Game of Armored Combat (USA).md	2097152	409E5D14	0E086B6F7A4E98BA909C2C7E6AE8FA80
Battlemaster (USA).md	524288	FD2B35E3	52D741F606E1B783443BDECF6185C111
Battletoads (World).md	524288	D10E103A	F1E299D6EB40E3ECEC6460D96E1E4DC9
Battletoads-Double Dragon (USA).md	1048576	8239DD17	78F3EA32BCB4F627E4F9BC9711E017B8
Beast Warriors (Japan).md	1048576	4646C694	04A45F4F54F2D953A9A1977EEE2CA15E
Beast Wrestler (USA).md	1048576	0CA5BB64	7F4D8C08C1841E71C0D5222791D746AD
Beastball (World) (Proto).md	1030368	6A176576	15AF490814261081B6885F5BC1D9E187
Beauty and the Beast - Belle's Quest (USA).md	1048576	BEFB6FAE	C86C3F1E23E09714ADA725E69C81C46C
Beauty and the Beast - Roar of the Beast (USA).md	1048576	13E7B519	A1AD9DDAC033D6EA7D6FF1FE34AFF627
Beavis and Butt-Head (Europe).md	2097152	C7B6435E	428F3FD85102F22FC014BC98D32D7851
Beavis and Butt-Head (USA) (Beta) [b].md	2097152	81ED5335	969EF55C45DD21B6C3DC2222CD0C912C
Beavis and Butt-Head (USA).md	2097152	F5D7B948	8E4D7397374CB03528F4C886120DC3E9
Beggar Prince (World) (Rev 1) (Unl).md	4194304	6332EDCC	52FF6253CD6087FD3ECD23843D051672
Beggar Prince (World) (Unl).md	4194304	F3AF46CD	B5616628E9FF5D6861201388D018B8BC
Berenstain Bears' Camping Adventure, The (USA).md	1048576	1F86237B	9C60D0A0DC49A0E9F076B7E6ED922C2F
Best of the Best - Championship Karate (Europe).md	1048576	F842240B	CF51FC9636AEEF801B918F2D98831219
Best of the Best - Championship Karate (USA).md	1048576	C3D6A5D4	6F94C4D0E8591F11F03FD8710124FBAB
Beyond Oasis (USA).md	3145728	C4728225	5A79DE198ED6B1ECE2518574FE78D962
Beyond Zero Tolerance (USA) (Proto).md	2097152	C61ED2ED	6E89C8EB5AAE7E1ADEE3D1E8C3E4B0E3
Bible Adventures (USA) (Unl).md	524288	64446B77	8B7C5791D5B9C17C8FF1D33C2FA95490
Bill Walsh College Football (USA, Europe).md	1048576	3ED83362	1D51BBD116B76C6FDD6B7DD4C80E4957
Bill Walsh College Football 95 (USA).md	2097152	A582F45A	585030D462AB6DE4C79DC434141D16E2
Bill's Tomato Game (USA) (Proto).md	1048576	0E1F263F	8E1F13AD0742E7B4309AC785F951FB93
Bimini Run (USA).md	524288	D4DC5188	74A18AB419737E7B32961377A5ACBC92
Bio Hazard Battle (USA) (Beta).md	1048576	DD10DD1A	E5D861FB4CE7560978B0D1AA5FBFB967
Bio Hazard Battle (USA, Europe).md	1048576	95B0EA2B	2D6764F7A96BB8B640A0D18102756ED2
Bishoujo Senshi Sailor Moon (Japan).md	2097152	5E246938	B5365025A46A2781C63E254345268BF1
Blades of Vengeance (USA, Europe).md	1048576	74C65A49	0EF8CF31E77CF8FAB03BD7540A4751C0
Blaster Master 2 (USA) (Beta).md	1048576	08F78C70	C20CE14FDEBDBDC8EEAA075EDF684376
Blaster Master 2 (USA).md	1048576	C11E4BA1	DD38021FF9CB67CFC24A1AD7447E4E3E
Blockbuster World Video Game Championship II (USA).md	4194304	4385E366	CBDCE2630A531AB2C78A38BA62BAECE6
Blockout (World).md	131072	5E2966F1	C324D9A3CBFA530996B6AD202686627B
Bloodshot (Europe) (En,Fr,De,Es).md	2097152	F9F2BCEB	018DFE74603334A17296505AC3C6E599
Blue Almanac (Japan).md	1048576	7222EBB3	9679EE2799BF61DD97AABA0799E802AB
Body Count (Brazil).md	1048576	649607D1	6251CF2D9E84F5F2407FEFB1E933B27A
Body Count (Europe) (En,Fr,De,Es,It) (Beta).md	1048576	B4FFB6CE	E64DB3D4C2CCC0B0B3A24B54BC425EC3
Body Count (Europe) (En,Fr,De,Es,It).md	1048576	3575A030	5128015E3441F5BBC9F8A59D9CFBE76B
Bomboy (Taiwan) (Unl).md	524288	065D2019	C5816740D93932870C5C466EA2931A4F
Bonanza Bros. (Japan, Europe) (Rev A).md	524288	C6AAC589	ACF4AA6AEA84BE72AFAA1A86954B85CB
Bonanza Bros. (Japan, Europe).md	524288	ADF6476C	9C6B56E9916AADEE638F93C7F4BB1E20
Bonanza Bros. (World) (Rev B).md	524288	20D1AD4C	DC3847B07CD94A15B1B9E0FB2FF5DB11
Bonkers (USA, Europe).md	1048576	D1E66017	9B7B171A649415D2750E81337D641AD3
Boogerman - A Pick and Flick Adventure (Europe).md	3145728	DBC4340C	7B144947F6E8842DD4419D5166CDDFF6
Boogerman - A Pick and Flick Adventure (USA).md	3145728	1A7A2BEC	265A10BF2EA2D1EE30E6CDE631D54474
Boogie Woogie Bowling (Japan).md	524288	CCF52828	EE802B11DCB833E0E8E4BCA22A5FCD86
Boxing Legends of the Ring (USA).md	1048576	00F225AC	078031C74D8882D78F4638483394D3CA
Bram Stoker's Dracula (Europe).md	1048576	9BA5A063	7615423545410607FEA545E8463D3169
Bram Stoker's Dracula (USA).md	1048576	077084A6	8B10E54DDF8EFAC9A4753B4DA089B39E
Brett Hull Hockey '95 (USA).md	2097152	F7775A09	28FC33D71F9B55C5F8AA882B7AA006BB
Brian Lara Cricket (Australia).md	1048576	408CF5C3	C55721A38B05B969B87F35A9608DF887
Brian Lara Cricket (Europe).md	1048576	90F5C2B7	0D5EBD2B9EEF80EFDD811DF85DE96F21
Brian Lara Cricket 96 (Europe) (April 1996).md	1048576	FE52F7E1	10124F2CCF645D21AF8F4A745F0905EC
Brian Lara Cricket 96 (Europe) (March 1996).md	1048576	FA3024AF	50407B85BBC21A6647E2B649CBFE40AA
Brutal - Paws of Fury (Europe) (En,Fr,De).md	2097152	7E9A8D32	4C261CD950AD2EC2740A55AC5B3C64FC
Brutal - Paws of Fury (USA).md	2097152	98D502CD	00DA204408D65C6D8890CF46A6DE22C6
Bubba 'N' Stix (Europe).md	1048576	B467432E	444142CBF4012ABE02D0D9420A2698E1
Bubba 'N' Stix (USA).md	1048576	D45CB46F	7F6F2774DA5FB57435C31708A52D8738
Bubba N Stix (Europe) (Beta).md	1048576	A8731CB4	4395DFA22ED8E25A5BF26DECB9392655
Bubble and Squeak (Europe).md	524288	86151BF1	E82E2CB58886F0D62F6FB71EA786FEF6
Bubble and Squeak (USA).md	524288	28C4A006	316C4EEC04D89235978D17D06DA33BBA
Bubsy II (USA, Europe).md	2097152	F8BEFF56	87352883152EFC168D1950CC0BBC73AB
Bubsy in - Claws Encounters of the Furred Kind (USA, Europe).md	2097152	3E30D365	A603F331D2D8700543A67C60342E38F7
Buck Rogers - Countdown to Doomsday (USA, Europe).md	1048576	44E3BFFF	F768FBBA021636FFF3682B9AE116076A
Budokan - The Martial Spirit (Europe).md	524288	97ADD5BD	4942999CA5961C0D94E2450E33729F09
Budokan - The Martial Spirit (USA).md	524288	ACD9F5FC	4D247A5FC611E66DBE46F960292E3656
Bugs Bunny in Double Trouble (USA).md	2097152	365305A2	3D6DC43A998301C6A9ED2FC1A7E8DB40
Bulls versus Blazers and the NBA Playoffs (USA, Europe).md	1048576	D4E4B4E8	828F0C64662DEC4CAD1D973C79AD5823
Bulls vs Lakers and the NBA Playoffs (USA, Europe).md	1048576	E56023A0	DB1441972367B4CB708351FCB0736887
Burning Force (Europe).md	524288	776FF6FF	623B2C54F05869FFB3AAC936F4A4182A
Burning Force (Japan).md	524288	0C1DEB47	62E665F85281A33FB17CECD27674684A
Burning Force (USA).md	524288	BDC8F02C	DA536D20AC0F0E3A62D9709078690032
Cadash (USA, Korea).md	524288	13BDF374	C9B85D5F6880E7734112887675115220
Caesar no Yabou (Japan).md	1048576	69796E93	40FF356C1FA5DC6C10A17C7868867042
Caesar no Yabou II (Japan).md	1048576	4F327B3A	7D24825EC576FEA887989B48338877E3
Caesars Palace (USA).md	524288	8FDAA9BB	AA6A145DDAC88C7376939EC1E39469D1
Cal Ripken Jr. Baseball (USA).md	1048576	9B1C96C0	05F26229FC0BB0CE0E4B6BFE32952C45
Caliber.50 (USA).md	1048576	44F4FA05	71A8C01301FE029F01F2F0B17F94D414
California Games (USA, Europe).md	524288	43B1B672	6CB2871511F53A30996963F30839DE75
Cannon Fodder (Europe).md	1572864	AD217654	8AE4B83A356DA236F587E688955C23AB
Captain America and the Avengers (Europe).md	1048576	43225612	60F06161F62E0C11D2DE317CEED3C24E
Captain America and the Avengers (USA) (Beta).md	1048576	BAAC59C0	39B52537D5E9EE1420B299930168AF52
Captain America and the Avengers (USA).md	1048576	E0639CA2	1DC96693AFD74E7B0623A6E06FBDCF87
Captain Lang (Japan) (En,Ja).md	1048576	61BA8199	C2AA79A9BDFCCF691FF07B9FC0E34355
Captain Planet and the Planeteers (Europe).md	524288	7672EFA5	4F95573C08F905466E01CF8E1BC59A73
